"org" "survey" "bush" "state" "edu" "age" "female" "black" "region" "v_prev"
"cbsnyt" "9158" 1 26 3 2 0 0 2 0.533566686375936
"cbsnyt" "9158" 1 23 2 3 1 0 2 0.548066697978973
"cbsnyt" "9158" 1 33 4 2 0 0 1 0.52436664425532
"cbsnyt" "9158" 1 21 3 1 1 0 1 0.501166654507319
"cbsnyt" "9158" 1 47 4 1 0 0 3 0.608066638533274
"cbsnyt" "9158" 1 11 4 3 1 0 3 0.523033343982697
"cbsnyt" "9158" NA 10 4 2 0 0 3 0.611633290735881
"cbsnyt" "9158" 1 47 2 2 1 0 3 0.608066638533274
"cbsnyt" "9158" 1 17 3 2 1 0 2 0.602099974091848
"cbsnyt" "9158" 1 22 4 2 0 0 1 0.489766651884715
"cbsnyt" "9158" 1 33 4 2 0 0 1 0.52436664425532
"cbsnyt" "9158" 1 10 1 2 0 1 3 0.611633290735881
"cbsnyt" "9158" 1 44 2 4 0 0 3 0.594033358287811
"cbsnyt" "9158" 1 33 4 1 1 1 1 0.52436664425532
"cbsnyt" "9158" 1 25 2 3 1 0 3 0.582999997297923
"cbsnyt" "9158" 1 23 2 2 0 0 2 0.548066697978973
"cbsnyt" "9158" 1 19 2 1 0 0 3 0.584099987602234
"cbsnyt" "9158" 0 21 2 1 0 1 1 0.501166654507319
"cbsnyt" "9158" 0 49 2 3 0 0 1 0.493566658401489
"cbsnyt" "9158" 0 41 2 4 1 0 3 0.572766618665059
"cbsnyt" "9158" 1 49 2 2 1 0 1 0.493566658401489
"cbsnyt" "9158" NA 39 3 3 1 0 1 0.526566670163472
"cbsnyt" "9158" NA 19 1 4 1 0 3 0.584099987602234
"cbsnyt" "9158" 0 33 4 2 1 0 1 0.52436664425532
"cbsnyt" "9158" 0 39 4 4 0 0 1 0.526566670163472
"cbsnyt" "9158" 0 11 2 3 1 1 3 0.523033343982697
"cbsnyt" "9158" 1 39 2 4 1 0 1 0.526566670163472
"cbsnyt" "9158" 1 10 2 1 0 0 3 0.611633290735881
"cbsnyt" "9158" 1 10 2 2 1 0 3 0.611633290735881
"cbsnyt" "9158" NA 24 4 2 0 0 2 0.505500021378199
"cbsnyt" "9158" 0 21 2 3 1 0 1 0.501166654507319
"cbsnyt" "9158" 1 44 4 3 1 0 3 0.594033358287811
"cbsnyt" "9158" 1 44 4 2 1 0 3 0.594033358287811
"cbsnyt" "9158" NA 24 4 2 0 0 2 0.505500021378199
"cbsnyt" "9158" 1 33 2 3 1 0 1 0.52436664425532
"cbsnyt" "9158" 1 44 4 4 0 0 3 0.594033358287811
"cbsnyt" "9158" 1 18 2 2 1 0 3 0.529166691144307
"cbsnyt" "9158" 1 44 4 4 1 0 3 0.594033358287811
"cbsnyt" "9158" 1 43 4 2 1 0 3 0.554300017801921
"cbsnyt" "9158" NA 33 2 3 1 0 1 0.52436664425532
"cbsnyt" "9158" 1 33 4 3 1 0 1 0.52436664425532
"cbsnyt" "9158" 1 44 2 1 1 0 3 0.594033358287811
"cbsnyt" "9158" 1 34 2 1 0 0 3 0.571833309491475
"cbsnyt" "9158" 1 31 3 1 0 0 1 0.564166665871938
"cbsnyt" "9158" 1 5 2 4 1 0 4 0.543666702906291
"cbsnyt" "9158" 1 34 4 2 1 0 3 0.571833309491475
"cbsnyt" "9158" 1 31 1 2 0 0 1 0.564166665871938
"cbsnyt" "9158" 0 14 1 4 1 0 2 0.537000003655752
"cbsnyt" "9158" 1 18 2 3 1 0 3 0.529166691144307
"cbsnyt" "9158" NA 10 2 1 1 0 3 0.611633290735881
"cbsnyt" "9158" NA 4 3 4 1 0 3 0.539733344459534
"cbsnyt" "9158" 0 22 4 1 1 0 1 0.489766651884715
"cbsnyt" "9158" 1 43 2 3 1 0 3 0.554300017801921
"cbsnyt" "9158" 1 6 4 1 1 0 4 0.584566701952616
"cbsnyt" "9158" NA 44 4 4 0 0 3 0.594033358287811
"cbsnyt" "9158" 0 14 4 2 1 0 2 0.537000003655752
"cbsnyt" "9158" 1 31 3 2 1 0 1 0.564166665871938
"cbsnyt" "9158" 1 39 2 1 0 0 1 0.526566670163472
"cbsnyt" "9158" 0 10 4 3 0 0 3 0.611633290735881
"cbsnyt" "9158" 0 34 1 2 1 0 3 0.571833309491475
"cbsnyt" "9158" 1 10 2 4 0 0 3 0.611633290735881
"cbsnyt" "9158" 0 39 3 2 1 0 1 0.526566670163472
"cbsnyt" "9158" 0 15 2 3 0 0 2 0.581833334445953
"cbsnyt" "9158" 1 22 3 2 1 0 1 0.489766651884715
"cbsnyt" "9158" 1 44 4 2 0 0 3 0.594033358287811
"cbsnyt" "9158" 1 14 3 2 1 0 2 0.537000003655752
"cbsnyt" "9158" 1 10 2 4 0 0 3 0.611633290735881
"cbsnyt" "9158" 1 44 4 1 1 0 3 0.594033358287811
"cbsnyt" "9158" 1 47 3 1 0 0 3 0.608066638533274
"cbsnyt" "9158" 1 18 3 1 0 0 3 0.529166691144307
"cbsnyt" "9158" 1 44 3 1 1 0 3 0.594033358287811
"cbsnyt" "9158" 0 40 3 2 1 0 1 0.478700007629395
"cbsnyt" "9158" 0 37 3 2 0 0 3 0.603233325068156
"cbsnyt" "9158" 0 36 2 2 1 0 2 0.552200000635783
"cbsnyt" "9158" 1 18 3 3 0 0 3 0.529166691144307
"cbsnyt" "9158" NA 43 1 3 1 0 3 0.554300017801921
"cbsnyt" "9158" 0 39 2 4 0 0 1 0.526566670163472
"cbsnyt" "9158" 1 33 2 2 0 0 1 0.52436664425532
"cbsnyt" "9158" 1 43 3 1 1 0 3 0.554300017801921
"cbsnyt" "9158" 0 24 2 2 1 0 2 0.505500021378199
"cbsnyt" "9158" 0 10 1 1 1 0 3 0.611633290735881
"cbsnyt" "9158" 1 36 4 1 1 0 2 0.552200000635783
"cbsnyt" "9158" 1 14 2 3 1 0 2 0.537000003655752
"cbsnyt" "9158" 1 10 4 2 1 0 3 0.611633290735881
"cbsnyt" "9158" 1 10 4 2 1 0 3 0.611633290735881
"cbsnyt" "9158" 1 11 2 1 1 0 3 0.523033343982697
"cbsnyt" "9158" 1 10 1 4 0 0 3 0.611633290735881
"cbsnyt" "9158" 1 33 3 3 1 0 1 0.52436664425532
"cbsnyt" "9158" 0 39 2 1 1 0 1 0.526566670163472
"cbsnyt" "9158" 1 17 2 3 1 0 2 0.602099974091848
"cbsnyt" "9158" 0 26 4 2 1 0 2 0.533566686375936
"cbsnyt" "9158" 1 47 2 2 1 0 3 0.608066638533274
"cbsnyt" "9158" 1 10 3 2 1 0 3 0.611633290735881
"cbsnyt" "9158" 0 50 3 1 1 0 2 0.527833360989889
"cbsnyt" "9158" 1 11 4 2 0 0 3 0.523033343982697
"cbsnyt" "9158" 1 18 2 2 1 0 3 0.529166691144307
"cbsnyt" "9158" 1 50 2 2 1 0 2 0.527833360989889
"cbsnyt" "9158" 1 33 2 1 0 0 1 0.52436664425532
"cbsnyt" "9158" 1 28 4 3 1 0 2 0.665466688283284
"cbsnyt" "9158" 1 43 2 3 0 0 3 0.554300017801921
"cbsnyt" "9158" 0 24 2 3 0 0 2 0.505500021378199
"cbsnyt" "9158" 0 19 3 2 0 0 3 0.584099987602234
"cbsnyt" "9158" 1 31 4 1 1 0 1 0.564166665871938
"cbsnyt" "9158" 1 33 3 2 1 0 1 0.52436664425532
"cbsnyt" "9158" 0 26 3 4 0 0 2 0.533566686375936
"cbsnyt" "9158" 1 23 3 2 1 0 2 0.548066697978973
"cbsnyt" "9158" 1 14 3 2 0 0 2 0.537000003655752
"cbsnyt" "9158" 1 43 4 1 1 0 3 0.554300017801921
"cbsnyt" "9158" 1 44 2 2 1 0 3 0.594033358287811
"cbsnyt" "9158" 1 18 1 3 0 0 3 0.529166691144307
"cbsnyt" "9158" 1 4 2 1 1 0 3 0.539733344459534
"cbsnyt" "9158" 1 14 2 1 1 0 2 0.537000003655752
"cbsnyt" "9158" 1 26 4 2 1 0 2 0.533566686375936
"cbsnyt" "9158" 1 1 2 2 0 0 3 0.565133328723908
"cbsnyt" "9158" 1 45 4 1 0 0 4 0.692699998092651
"cbsnyt" "9158" 1 17 2 2 1 0 2 0.602099974091848
"cbsnyt" "9158" 1 44 4 1 0 0 3 0.594033358287811
"cbsnyt" "9158" 0 25 1 2 1 0 3 0.582999997297923
"cbsnyt" "9158" 1 3 3 3 0 0 4 0.613366670163472
"cbsnyt" "9158" 1 44 2 2 1 0 3 0.594033358287811
"cbsnyt" "9158" 1 5 4 2 1 0 4 0.543666702906291
"cbsnyt" "9158" 1 43 4 1 1 0 3 0.554300017801921
"cbsnyt" "9158" 0 25 2 2 0 1 3 0.582999997297923
"cbsnyt" "9158" 1 3 4 1 0 0 4 0.613366670163472
"cbsnyt" "9158" 0 50 4 2 1 0 2 0.527833360989889
"cbsnyt" "9158" 1 44 2 1 0 0 3 0.594033358287811
"cbsnyt" "9158" 1 43 2 4 0 0 3 0.554300017801921
"cbsnyt" "9158" NA 5 3 2 1 0 4 0.543666702906291
"cbsnyt" "9158" 0 50 2 2 1 0 2 0.527833360989889
"cbsnyt" "9158" 0 5 4 1 0 0 4 0.543666702906291
"cbsnyt" "9158" 0 6 2 2 1 0 4 0.584566701952616
"cbsnyt" "9158" 0 5 4 2 0 0 4 0.543666702906291
"cbsnyt" "9158" 1 5 3 3 0 0 4 0.543666702906291
"cbsnyt" "9158" 1 5 2 1 1 0 4 0.543666702906291
"cbsnyt" "9158" 0 5 4 1 0 0 4 0.543666702906291
"cbsnyt" "9158" 0 48 1 1 1 0 4 0.554433295345306
"cbsnyt" "9158" 1 48 4 1 0 0 4 0.554433295345306
"cbsnyt" "9158" 1 51 3 2 0 0 4 0.633833340326945
"cbsnyt" "9158" 1 5 4 1 0 0 4 0.543666702906291
"cbsnyt" "9158" 1 32 4 2 0 0 4 0.547800015417735
"cbsnyt" "9158" 1 5 2 1 1 0 4 0.543666702906291
"cbsnyt" "9158" 1 5 4 2 0 0 4 0.543666702906291
"cbsnyt" "9158" 1 5 4 2 0 0 4 0.543666702906291
"cbsnyt" "9158" 0 5 4 3 0 1 4 0.543666702906291
"cbsnyt" "9158" 0 5 4 4 1 0 4 0.543666702906291
"cbsnyt" "9158" 0 5 1 4 0 1 4 0.543666702906291
"cbsnyt" "9158" 0 48 4 3 0 0 4 0.554433295345306
"cbsnyt" "9158" 1 38 2 3 0 0 4 0.544333343505859
"cbsnyt" "9158" 0 48 2 1 1 0 4 0.554433295345306
"cbsnyt" "9158" 0 33 2 2 1 1 1 0.52436664425532
"cbsnyt" "9158" 1 33 2 3 1 0 1 0.52436664425532
"cbsnyt" "9158" 0 39 2 3 1 0 1 0.526566670163472
"cbsnyt" "9158" NA 39 2 3 0 0 1 0.526566670163472
"cbsnyt" "9158" 1 39 3 3 1 0 1 0.526566670163472
"cbsnyt" "9158" 1 33 3 3 1 0 1 0.52436664425532
"cbsnyt" "9158" 1 22 4 2 1 0 1 0.489766651884715
"cbsnyt" "9158" 0 33 4 2 1 0 1 0.52436664425532
"cbsnyt" "9158" NA 22 2 1 1 0 1 0.489766651884715
"cbsnyt" "9158" 0 33 4 3 0 0 1 0.52436664425532
"cbsnyt" "9158" 0 33 2 1 1 1 1 0.52436664425532
"cbsnyt" "9158" 0 33 2 2 1 0 1 0.52436664425532
"cbsnyt" "9158" 1 33 4 1 0 0 1 0.52436664425532
"cbsnyt" "9158" 1 33 1 3 0 0 1 0.52436664425532
"cbsnyt" "9158" 1 33 4 2 0 0 1 0.52436664425532
"cbsnyt" "9158" 0 39 4 2 1 0 1 0.526566670163472
"cbsnyt" "9158" 1 7 1 4 1 0 1 0.566633343823751
"cbsnyt" "9158" 1 40 2 1 1 0 1 0.478700007629395
"cbsnyt" "9158" 0 33 4 3 1 0 1 0.52436664425532
"cbsnyt" "9158" 1 22 3 2 1 0 1 0.489766651884715
"cbsnyt" "9158" 1 33 3 2 1 0 1 0.52436664425532
"cbsnyt" "9158" 1 31 4 3 0 0 1 0.564166665871938
"cbsnyt" "9158" 0 50 3 3 1 0 2 0.527833360989889
"cbsnyt" "9158" 0 33 4 2 0 0 1 0.52436664425532
"cbsnyt" "9158" 0 23 3 2 1 0 2 0.548066697978973
"cbsnyt" "9158" 0 31 2 3 1 0 1 0.564166665871938
"cbsnyt" "9158" 1 39 2 4 1 0 1 0.526566670163472
"cbsnyt" "9158" 1 33 3 2 0 0 1 0.52436664425532
"cbsnyt" "9158" 1 15 2 3 1 0 2 0.581833334445953
"cbsnyt" "9158" 1 26 2 1 1 0 2 0.533566686375936
"cbsnyt" "9158" 0 33 3 2 1 0 1 0.52436664425532
"cbsnyt" "9158" 1 31 2 1 1 0 1 0.564166665871938
"cbsnyt" "9158" 1 39 2 2 1 0 1 0.526566670163472
"cbsnyt" "9158" 1 36 2 3 1 0 2 0.552200000635783
"cbsnyt" "9158" 1 36 3 1 0 0 2 0.552200000635783
"cbsnyt" "9158" 1 36 2 3 1 0 2 0.552200000635783
"cbsnyt" "9158" 0 40 4 2 1 0 1 0.478700007629395
"cbsnyt" "9158" 0 33 4 2 1 0 1 0.52436664425532
"cbsnyt" "9158" 1 39 2 3 1 0 1 0.526566670163472
"cbsnyt" "9158" 1 39 2 1 1 0 1 0.526566670163472
"cbsnyt" "9158" 0 50 2 2 0 0 2 0.527833360989889
"cbsnyt" "9158" 0 50 4 2 1 0 2 0.527833360989889
"cbsnyt" "9158" 0 36 2 1 0 0 2 0.552200000635783
"cbsnyt" "9158" 0 7 2 2 0 0 1 0.566633343823751
"cbsnyt" "9158" NA 22 3 1 0 0 1 0.489766651884715
"cbsnyt" "9158" 1 17 1 4 1 0 2 0.602099974091848
"cbsnyt" "9158" 0 36 3 2 0 0 2 0.552200000635783
"cbsnyt" "9158" 1 50 4 2 0 0 2 0.527833360989889
"cbsnyt" "9158" 1 36 2 2 1 0 2 0.552200000635783
"cbsnyt" "9158" 1 22 4 4 0 0 1 0.489766651884715
"cbsnyt" "9158" 0 33 4 2 1 1 1 0.52436664425532
"cbsnyt" "9158" NA 14 1 1 1 0 2 0.537000003655752
"cbsnyt" "9158" NA 39 2 1 1 0 1 0.526566670163472
"cbsnyt" "9158" 1 50 4 1 1 0 2 0.527833360989889
"cbsnyt" "9158" 1 14 2 1 1 0 2 0.537000003655752
"cbsnyt" "9158" 1 23 4 1 1 0 2 0.548066697978973
"cbsnyt" "9158" 1 40 1 2 0 0 1 0.478700007629395
"cbsnyt" "9158" 1 17 3 2 0 0 2 0.602099974091848
"cbsnyt" "9158" 1 36 2 2 0 0 2 0.552200000635783
"cbsnyt" "9158" 1 22 4 2 0 0 1 0.489766651884715
"cbsnyt" "9158" 1 17 3 2 0 0 2 0.602099974091848
"cbsnyt" "9158" 0 39 2 4 1 0 1 0.526566670163472
"cbsnyt" "9158" 1 26 4 2 0 0 2 0.533566686375936
"cbsnyt" "9158" 0 19 2 3 1 1 3 0.584099987602234
"cbsnyt" "9158" 0 14 4 1 1 0 2 0.537000003655752
"cbsnyt" "9158" 1 36 2 3 0 0 2 0.552200000635783
"cbsnyt" "9158" NA 14 1 3 0 1 2 0.537000003655752
"cbsnyt" "9158" NA 50 4 2 0 0 2 0.527833360989889
"cbsnyt" "9158" 0 50 2 1 0 0 2 0.527833360989889
"cbsnyt" "9158" 0 14 2 2 1 0 2 0.537000003655752
"cbsnyt" "9158" 0 24 2 2 1 0 2 0.505500021378199
"cbsnyt" "9158" 0 50 2 2 1 0 2 0.527833360989889
"cbsnyt" "9158" 0 33 2 2 1 0 1 0.52436664425532
"cbsnyt" "9158" 1 24 2 1 0 0 2 0.505500021378199
"cbsnyt" "9158" 0 23 1 3 1 1 2 0.548066697978973
"cbsnyt" "9158" 1 15 2 2 1 0 2 0.581833334445953
"cbsnyt" "9158" 0 28 4 2 0 0 2 0.665466688283284
"cbsnyt" "9158" 0 36 4 2 0 0 2 0.552200000635783
"cbsnyt" "9158" 1 47 2 2 0 0 3 0.608066638533274
"cbsnyt" "9158" 0 33 4 2 0 0 1 0.52436664425532
"cbsnyt" "9158" 1 10 2 3 0 0 3 0.611633290735881
"cbsnyt" "9158" 0 43 4 3 0 0 3 0.554300017801921
"cbsnyt" "9158" 1 50 2 3 0 0 2 0.527833360989889
"cbsnyt" "9158" 1 36 1 3 0 0 2 0.552200000635783
"cbsnyt" "9158" 1 36 2 1 1 0 2 0.552200000635783
"cbsnyt" "9158" 1 39 3 1 0 0 1 0.526566670163472
"cbsnyt" "9158" 1 10 3 4 0 0 3 0.611633290735881
"cbsnyt" "9158" 1 47 4 4 1 0 3 0.608066638533274
"cbsnyt" "9158" 0 36 4 2 1 1 2 0.552200000635783
"cbsnyt" "9158" NA 44 2 3 1 0 3 0.594033358287811
"cbsnyt" "9158" 1 26 3 3 1 0 2 0.533566686375936
"cbsnyt" "9158" 1 47 2 4 1 0 3 0.608066638533274
"cbsnyt" "9158" 1 18 2 3 1 0 3 0.529166691144307
"cbsnyt" "9158" 1 34 2 2 1 0 3 0.571833309491475
"cbsnyt" "9158" 0 33 4 3 0 0 1 0.52436664425532
"cbsnyt" "9158" 1 23 3 1 0 0 2 0.548066697978973
"cbsnyt" "9158" 1 14 2 2 1 0 2 0.537000003655752
"cbsnyt" "9158" 0 16 2 3 0 0 2 0.524800026067098
"cbsnyt" "9158" 0 25 1 4 1 1 3 0.582999997297923
"cbsnyt" "9158" 1 10 4 1 1 0 3 0.611633290735881
"cbsnyt" "9158" 0 4 4 2 0 0 3 0.539733344459534
"cbsnyt" "9158" 0 44 3 2 1 0 3 0.594033358287811
"cbsnyt" "9158" 0 49 2 2 1 0 1 0.493566658401489
"cbsnyt" "9158" 0 44 4 2 1 0 3 0.594033358287811
"cbsnyt" "9158" 1 49 3 3 0 0 1 0.493566658401489
"cbsnyt" "9158" 1 28 3 1 1 0 2 0.665466688283284
"cbsnyt" "9158" 0 33 1 1 1 0 1 0.52436664425532
"cbsnyt" "9158" 0 33 2 3 1 0 1 0.52436664425532
"cbsnyt" "9158" 1 10 4 4 1 0 3 0.611633290735881
"cbsnyt" "9158" 1 44 4 2 1 0 3 0.594033358287811
"cbsnyt" "9158" 1 24 2 2 0 0 2 0.505500021378199
"cbsnyt" "9158" 1 26 2 1 1 1 2 0.533566686375936
"cbsnyt" "9158" 0 11 1 1 0 1 3 0.523033343982697
"cbsnyt" "9158" 1 19 4 1 1 0 3 0.584099987602234
"cbsnyt" "9158" 0 9 2 4 1 1 5 0.152999997138977
"cbsnyt" "9158" 0 10 2 2 1 0 3 0.611633290735881
"cbsnyt" "9158" 0 50 3 1 0 0 2 0.527833360989889
"cbsnyt" "9158" 1 44 4 4 1 0 3 0.594033358287811
"cbsnyt" "9158" 0 44 3 2 0 1 3 0.594033358287811
"cbsnyt" "9158" 0 44 2 3 1 0 3 0.594033358287811
"cbsnyt" "9158" 0 39 2 1 0 0 1 0.526566670163472
"cbsnyt" "9158" 1 44 2 1 1 0 3 0.594033358287811
"cbsnyt" "9158" 1 47 2 4 0 0 3 0.608066638533274
"cbsnyt" "9158" 0 34 2 4 0 1 3 0.571833309491475
"cbsnyt" "9158" 1 44 2 3 0 0 3 0.594033358287811
"cbsnyt" "9158" 1 14 4 2 0 0 2 0.537000003655752
"cbsnyt" "9158" 0 34 2 4 1 0 3 0.571833309491475
"cbsnyt" "9158" 1 43 4 2 1 0 3 0.554300017801921
"cbsnyt" "9158" 1 50 2 3 0 0 2 0.527833360989889
"cbsnyt" "9158" 1 18 2 2 0 1 3 0.529166691144307
"cbsnyt" "9158" 1 34 2 3 0 0 3 0.571833309491475
"cbsnyt" "9158" 1 28 2 3 0 0 2 0.665466688283284
"cbsnyt" "9158" 1 44 3 4 0 0 3 0.594033358287811
"cbsnyt" "9158" 1 1 4 2 0 0 3 0.565133328723908
"cbsnyt" "9158" 0 47 4 3 1 1 3 0.608066638533274
"cbsnyt" "9158" 0 47 3 1 1 1 3 0.608066638533274
"cbsnyt" "9158" 1 10 3 1 1 0 3 0.611633290735881
"cbsnyt" "9158" 0 1 4 4 1 0 3 0.565133328723908
"cbsnyt" "9158" 0 18 1 4 1 0 3 0.529166691144307
"cbsnyt" "9158" 0 5 3 3 1 0 4 0.543666702906291
"cbsnyt" "9158" NA 18 3 4 1 0 3 0.529166691144307
"cbsnyt" "9158" NA 43 3 2 0 0 3 0.554300017801921
"cbsnyt" "9158" NA 14 4 3 1 0 2 0.537000003655752
"cbsnyt" "9158" 0 44 2 2 1 0 3 0.594033358287811
"cbsnyt" "9158" 1 6 3 3 1 0 4 0.584566701952616
"cbsnyt" "9158" 1 4 2 4 1 0 3 0.539733344459534
"cbsnyt" "9158" 0 5 2 1 0 0 4 0.543666702906291
"cbsnyt" "9158" 1 44 4 4 1 0 3 0.594033358287811
"cbsnyt" "9158" 1 6 3 1 1 0 4 0.584566701952616
"cbsnyt" "9158" 0 10 2 3 0 0 3 0.611633290735881
"cbsnyt" "9158" 1 44 4 1 0 0 3 0.594033358287811
"cbsnyt" "9158" 1 3 2 3 1 0 4 0.613366670163472
"cbsnyt" "9158" 0 5 3 3 1 0 4 0.543666702906291
"cbsnyt" "9158" 0 11 4 2 0 0 3 0.523033343982697
"cbsnyt" "9158" 1 1 3 1 1 1 3 0.565133328723908
"cbsnyt" "9158" 1 10 2 4 1 0 3 0.611633290735881
"cbsnyt" "9158" 1 34 2 4 0 0 3 0.571833309491475
"cbsnyt" "9158" 1 32 2 3 0 0 4 0.547800015417735
"cbsnyt" "9158" 1 32 4 3 1 0 4 0.547800015417735
"cbsnyt" "9158" 1 5 2 2 1 0 4 0.543666702906291
"cbsnyt" "9158" 1 11 3 1 0 1 3 0.523033343982697
"cbsnyt" "9158" 0 38 1 3 1 0 4 0.544333343505859
"cbsnyt" "9158" 0 37 2 1 0 0 3 0.603233325068156
"cbsnyt" "9158" 0 24 3 2 1 0 2 0.505500021378199
"cbsnyt" "9158" NA 45 2 2 0 0 4 0.692699998092651
"cbsnyt" "9158" 0 41 2 1 1 0 3 0.572766618665059
"cbsnyt" "9158" 0 32 4 2 1 0 4 0.547800015417735
"cbsnyt" "9158" 1 5 4 2 1 0 4 0.543666702906291
"cbsnyt" "9158" 1 5 4 2 1 0 4 0.543666702906291
"cbsnyt" "9158" 1 49 1 4 1 0 1 0.493566658401489
"cbsnyt" "9158" 1 50 2 2 0 0 2 0.527833360989889
"cbsnyt" "9158" 1 48 1 3 0 0 4 0.554433295345306
"cbsnyt" "9158" NA 11 4 3 1 0 3 0.523033343982697
"cbsnyt" "9158" 0 1 3 2 1 0 3 0.565133328723908
"cbsnyt" "9158" 1 25 3 3 1 0 3 0.582999997297923
"cbsnyt" "9158" 1 43 3 3 1 0 3 0.554300017801921
"cbsnyt" "9158" 0 5 1 3 1 0 4 0.543666702906291
"cbsnyt" "9158" 1 48 2 4 0 0 4 0.554433295345306
"cbsnyt" "9158" 1 5 2 1 1 0 4 0.543666702906291
"cbsnyt" "9158" 1 5 3 1 0 0 4 0.543666702906291
"cbsnyt" "9158" 1 11 1 2 0 0 3 0.523033343982697
"cbsnyt" "9158" 0 3 4 4 1 0 4 0.613366670163472
"cbsnyt" "9158" 1 5 4 3 0 0 4 0.543666702906291
"cbsnyt" "9158" 0 5 4 2 1 0 4 0.543666702906291
"cbsnyt" "9158" 1 37 2 3 1 0 3 0.603233325068156
"cbsnyt" "9158" 0 29 2 3 1 0 4 0.603833326975505
"cbsnyt" "9158" 1 18 2 3 1 0 3 0.529166691144307
"cbsnyt" "9158" 1 6 4 2 0 0 4 0.584566701952616
"cbsnyt" "9158" 1 5 1 3 1 0 4 0.543666702906291
"cbsnyt" "9158" 0 16 1 3 1 0 2 0.524800026067098
"cbsnyt" "9158" 1 47 3 1 0 0 3 0.608066638533274
"cbsnyt" "9158" 1 44 1 2 1 0 3 0.594033358287811
"cbsnyt" "9158" 1 7 4 2 1 0 1 0.566633343823751
"cbsnyt" "9158" 0 5 1 4 0 0 4 0.543666702906291
"cbsnyt" "9158" 0 21 2 2 0 0 1 0.501166654507319
"cbsnyt" "9158" 0 44 2 4 1 0 3 0.594033358287811
"cbsnyt" "9158" 0 33 4 2 1 0 1 0.52436664425532
"cbsnyt" "9158" 0 38 3 2 1 0 4 0.544333343505859
"cbsnyt" "9158" 0 5 4 2 0 0 4 0.543666702906291
"cbsnyt" "9158" 0 10 3 2 1 1 3 0.611633290735881
"cbsnyt" "9158" 1 44 4 2 1 0 3 0.594033358287811
"cbsnyt" "9158" 0 3 3 1 0 0 4 0.613366670163472
"cbsnyt" "9158" 1 39 3 4 1 0 1 0.526566670163472
"cbsnyt" "9158" NA 20 2 2 0 0 1 0.549599981244405
"cbsnyt" "9158" 1 5 3 2 1 0 4 0.543666702906291
"cbsnyt" "9158" 1 36 2 2 1 0 2 0.552200000635783
"cbsnyt" "9158" 1 33 2 1 0 1 1 0.52436664425532
"cbsnyt" "9158" 0 23 2 2 1 0 2 0.548066697978973
"cbsnyt" "9158" 1 34 2 3 1 0 3 0.571833309491475
"cbsnyt" "9158" 0 38 4 2 0 0 4 0.544333343505859
"cbsnyt" "9158" 0 15 2 1 1 0 2 0.581833334445953
"cbsnyt" "9158" 1 34 2 2 1 0 3 0.571833309491475
"cbsnyt" "9158" 0 23 2 1 0 0 2 0.548066697978973
"cbsnyt" "9158" 0 39 2 2 1 0 1 0.526566670163472
"cbsnyt" "9158" 0 33 4 2 0 1 1 0.52436664425532
"cbsnyt" "9158" 0 36 3 1 0 0 2 0.552200000635783
"cbsnyt" "9158" 1 37 1 3 0 0 3 0.603233325068156
"cbsnyt" "9158" 1 33 4 2 1 0 1 0.52436664425532
"cbsnyt" "9158" 1 48 4 2 0 0 4 0.554433295345306
"cbsnyt" "9158" 0 23 4 4 1 0 2 0.548066697978973
"cbsnyt" "9158" 1 34 1 3 0 0 3 0.571833309491475
"cbsnyt" "9158" 1 23 4 1 0 0 2 0.548066697978973
"cbsnyt" "9158" 1 14 2 3 1 0 2 0.537000003655752
"cbsnyt" "9158" 1 7 4 1 1 0 1 0.566633343823751
"cbsnyt" "9158" 0 39 2 3 0 0 1 0.526566670163472
"cbsnyt" "9158" 1 23 4 1 0 0 2 0.548066697978973
"cbsnyt" "9158" 0 44 4 4 1 0 3 0.594033358287811
"cbsnyt" "9158" 1 11 1 3 1 0 3 0.523033343982697
"cbsnyt" "9158" 1 10 2 3 1 0 3 0.611633290735881
"cbsnyt" "9158" 1 10 3 1 0 0 3 0.611633290735881
"cbsnyt" "9158" 1 17 2 2 1 0 2 0.602099974091848
"cbsnyt" "9158" NA 44 3 3 0 0 3 0.594033358287811
"cbsnyt" "9158" 1 21 2 2 1 0 1 0.501166654507319
"cbsnyt" "9158" 1 17 4 1 1 0 2 0.602099974091848
"cbsnyt" "9158" 1 23 2 4 1 0 2 0.548066697978973
"cbsnyt" "9158" 1 14 4 2 0 0 2 0.537000003655752
"cbsnyt" "9158" 0 25 4 2 0 0 3 0.582999997297923
"cbsnyt" "9158" 0 8 4 1 1 0 1 0.534600032583872
"cbsnyt" "9158" 0 10 2 1 1 0 3 0.611633290735881
"cbsnyt" "9158" 0 10 2 3 0 0 3 0.611633290735881
"cbsnyt" "9158" 0 5 4 1 0 0 4 0.543666702906291
"cbsnyt" "9158" NA 16 1 2 0 0 2 0.524800026067098
"cbsnyt" "9158" NA 4 4 2 1 0 3 0.539733344459534
"cbsnyt" "9158" 0 33 3 1 0 0 1 0.52436664425532
"cbsnyt" "9158" 1 22 3 2 1 0 1 0.489766651884715
"cbsnyt" "9158" 1 10 3 2 1 0 3 0.611633290735881
"cbsnyt" "9158" 1 19 2 3 0 0 3 0.584099987602234
"cbsnyt" "9158" 1 3 4 1 0 0 4 0.613366670163472
"cbsnyt" "9158" 0 47 4 2 0 0 3 0.608066638533274
